pub_date,abstract,gemini_sentiment
2023-12-20,we covered a lot of ground together in 2023,neutral
2023-12-18,the move which comes after a ruling by the international trade commission could create a run on watch sales in the week before christmas,negative
2023-12-22,beeper mini which offers iphone messaging on android phones has grown fast and its duel with the tech giant has gotten the attention of antitrust regulators,neutral
2023-12-22,investors await fridays inflation report for clues on what the fed will do next on rates but it is not the only data point wall street is watching,neutral
2023-12-28,the company pulled two watches from stores after losing a patent case but an appeals court temporarily paused enforcement of that ruling while the legal battle continues,negative
2023-12-12,epic gamess victory over the search giant could let app developers keep more money and marks a fresh blow against big tech,positive
2023-12-22,the company has discussed multiyear deals worth at least 50 million to train its generative ai systems on publishers news articles,positive
2023-12-25,toasting a year of breakthroughs and a few breakdowns in silicon valley and beyond,neutral
2023-04-02,the company says it has a fix for the unwieldy world of classical streaming but its unclear how much traction a standalone app can get,neutral
2023-04-18,a times investigation reveals the story behind howmexico became the first and most prolific user of pegasus its still using it despite promising to stop,negative
2023-04-24,a ninth circuit panel did agree with epic that apple was violating california law by barring app developers from directing customers to outside payment methods,negative
2023-04-18,tim cook the chief executive of the iphone maker visited mumbai to inaugurate the store apple is pushing to expand its market share in india as well as shift some production there,positive
2023-04-05,many apps and tools for online collaboration work just as well for personal projects as they do for office tasks and can be fun,neutral
2023-04-12,an apple watch or a garmin can draw incorrect conclusions about your health but the broad trends may be more valuable than the numbers,neutral
